method,dataset,target_attribute,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,model_size,num_instantiated_cellsdel2ph,airport,continent,0.007638216018676758,0.0052280426025390625,0.0008392333984375,0.0015709400177001953,0.024793890495394266,0.49830908053361767,-3.0,4,3,4356,6,epsilon_m,L0
del2ph,adult,education,11.574350833892822,11.57211685180664,0.0003559589385986,0.001878023147583,0.071231148709036,0.4912255474440432,-3.0,25,3,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0019319057464599,0.0,0.000303030014038,0.0016288757324218,0.072149916078539,0.4912255474440432,-7.0,265,7,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0023291110992431,0.0,0.000291109085083,0.0020380020141601,0.06714669956426,0.4912255474440432,-7.0,197,7,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0024740695953369,0.0,0.0002679824829101,0.0022060871124267,0.0903721907449086,0.4912255474440432,-5.0,53,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0017502307891845,0.0,0.0002992153167724,0.0014510154724121,0.0756875785074302,0.4912255474440432,-7.0,187,7,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.001904010772705,0.0,0.0002789497375488,0.0016250610351562,0.072149916078539,0.4912255474440432,-3.0,20,3,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0019972324371337,0.0,0.0002849102020263,0.0017123222351074,0.072923352605644,0.4912255474440432,-5.0,66,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0015478134155273,0.0,0.0002689361572265,0.0012788772583007,0.0887117862734947,0.4912255474440432,-5.0,58,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0019981861114501,0.0,0.0002989768981933,0.0016992092132568,0.0903721907449086,0.4912255474440432,-4.0,34,4,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0019099712371826,0.0,0.0002779960632324,0.0016319751739501,0.0650418047295903,0.4912255474440432,-5.0,65,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0019140243530273,0.0,0.00030517578125,0.0016088485717773,0.0350167251075523,0.4912255474440432,-5.0,88,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0022988319396972,0.0,0.0003068447113037,0.0019919872283935,0.0756875785074302,0.4912255474440432,-5.0,67,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.001718521118164,0.0,0.0002753734588623,0.0014431476593017,0.0787562731011248,0.4912255474440432,-5.0,95,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0017333030700683,0.0,0.0002753734588623,0.001457929611206,0.0826888691696551,0.4912255474440432,-6.0,58,6,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0019323825836181,0.0,0.0002961158752441,0.001636266708374,0.072149916078539,0.4912255474440432,-6.0,124,6,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0019328594207763,0.0,0.0002830028533935,0.0016498565673828,0.071231148709036,0.4912255474440432,-7.0,319,7,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0017147064208984,0.0,0.0002689361572265,0.0014457702636718,0.0603500562348376,0.4912255474440432,-6.0,199,6,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0016021728515625,0.0,0.0002670288085937,0.0013351440429687,0.0776231075763579,0.4912255474440432,-7.0,105,7,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0016350746154785,0.0,0.0002610683441162,0.0013740062713623,0.06714669956426,0.4912255474440432,-6.0,114,6,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0020170211791992,0.0,0.0002632141113281,0.001753807067871,0.0969134401135628,0.4912255474440432,-5.0,82,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0015203952789306,0.0,0.0002729892730712,0.0012474060058593,0.0614411326812318,0.4912255474440432,-5.0,75,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0019972324371337,0.0,0.0002691745758056,0.0017280578613281,0.0234813654857355,0.4912255474440432,-7.0,303,7,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0014111995697021,0.0,0.0002739429473876,0.0011372566223144,0.072923352605644,0.4912255474440432,-6.0,112,6,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0014967918395996,0.0,0.0002686977386474,0.0012280941009521,0.072923352605644,0.4912255474440432,-4.0,34,4,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0014770030975341,0.0,0.0002670288085937,0.0012099742889404,0.0199650862375097,0.4912255474440432,-7.0,320,7,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0020668506622314,0.0,0.0002717971801757,0.0017950534820556,0.0756875785074302,0.4912255474440432,-5.0,58,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0016169548034667,0.0,0.0002839565277099,0.0013329982757568,0.072149916078539,0.4912255474440432,-4.0,31,4,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0017158985137939,0.0,0.0002617835998535,0.0014541149139404,0.0612102712453441,0.4912255474440432,-7.0,170,7,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0015971660614013,0.0,0.0002670288085937,0.0013301372528076,0.0710476560630142,0.4912255474440432,-8.0,320,8,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0016329288482666,0.0,0.0002689361572265,0.00136399269104,0.072149916078539,0.4912255474440432,-5.0,64,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.00154709815979,0.0,0.0002613067626953,0.0012857913970947,0.0623022744441776,0.4912255474440432,-5.0,65,5,320833,12,,,,,,,,,,,,,,0.1,0.1
del2ph,adult,education,0.0015289783477783,0.0,0.0002610683441162,0.0012679100036621,0.0777335517305641,0.4912255474440432,-6.0,63,6,320833,12,,,,,,,,,,,,,,0.1,0.1
