epsilon,leakage,utility,mask_size
100,0.0,-0.2,4
100,0.2288821396123376,-0.2716616047092532,2
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.25,5
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.25,5
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.2,4
100,0.0,-0.25,5
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.25,5
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.2,4
100,0.07059070463900075,-0.3029430284792506,5
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0920468199405825,-0.26903511495543686,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.25,5
100,0.0,-0.25,5
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0920468199405825,-0.26903511495543686,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0920468199405825,-0.21903511495543687,3
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.0,-0.2,4
100,0.04096074580812714,-0.2251650038005398,7
100,0.0001443939775050973,-0.25010829548312885,9
100,0.04096074580812714,-0.2251650038005398,7
100,0.04096074580812714,-0.2251650038005398,7
100,0.04096074580812714,-0.2251650038005398,7
100,0.04096074580812714,-0.2251650038005398,7
100,0.04096074580812714,-0.2251650038005398,7
