lambda,leakage,utility,mask_size
0.9,0.0,-0.11999999999999997,6
0.9,0.0,-0.11999999999999997,6
0.9,0.0920468199405825,-0.16284213794652425,4
0.9,0.07059070463900075,-0.16353163417510064,5
0.9,0.0,-0.11999999999999997,6
0.9,0.2288821396123376,-0.26599392565110386,3
0.9,0.2288821396123376,-0.26599392565110386,3
0.9,0.07059070463900075,-0.16353163417510064,5
0.9,0.0920468199405825,-0.16284213794652425,4
0.9,0.0920468199405825,-0.14284213794652423,3
0.9,0.2288821396123376,-0.2859939256511038,4
0.9,0.2781965733082593,-0.33037691597743335,4
0.9,0.07059070463900075,-0.16353163417510064,5
0.9,0.0920468199405825,-0.14284213794652423,3
0.9,0.0920468199405825,-0.14284213794652423,3
0.9,0.0,-0.09999999999999998,5
0.9,0.0,-0.09999999999999998,5
0.9,0.2288821396123376,-0.26599392565110386,3
0.9,0.0920468199405825,-0.16284213794652425,4
0.9,0.0920468199405825,-0.14284213794652423,3
0.9,0.0920468199405825,-0.16284213794652425,4
0.9,0.0,-0.11999999999999997,6
0.9,0.2781965733082593,-0.33037691597743335,4
0.9,0.0,-0.11999999999999997,6
0.9,0.0920468199405825,-0.14284213794652423,3
0.9,0.0,-0.09999999999999998,5
0.9,0.0,-0.11999999999999997,6
0.9,0.0,-0.11999999999999997,6
0.9,0.0920468199405825,-0.16284213794652425,4
0.9,0.0,-0.09999999999999998,5
0.9,0.4325673189597369,-0.4493105870637632,3
0.9,0.0,-0.09999999999999998,5
0.9,0.0920468199405825,-0.16284213794652425,4
0.9,0.0,-0.09999999999999998,5
0.9,0.0,-0.09999999999999998,5
0.9,0.0,-0.07999999999999999,4
0.9,0.0920468199405825,-0.16284213794652425,4
0.9,0.0,-0.09999999999999998,5
0.9,0.0,-0.07999999999999999,4
0.9,0.2288821396123376,-0.26599392565110386,3
0.9,0.0920468199405825,-0.16284213794652425,4
0.9,0.0,-0.09999999999999998,5
0.9,0.0,-0.09999999999999998,5
0.9,0.0,-0.11999999999999997,6
0.9,0.0,-0.09999999999999998,5
0.9,0.0,-0.07999999999999999,4
0.9,0.0,-0.07999999999999999,4
0.9,0.0,-0.09999999999999998,5
0.9,0.0920468199405825,-0.16284213794652425,4
0.9,0.0920468199405825,-0.18284213794652424,5
0.9,0.0920468199405825,-0.14284213794652423,3
0.9,0.3296703821603769,-0.37670334394433924,4
0.9,0.07059070463900075,-0.16353163417510064,5
0.9,0.0920468199405825,-0.16284213794652425,4
0.9,0.0920468199405825,-0.14284213794652423,3
0.9,0.0,-0.09999999999999998,5
0.9,0.312315565021691,-0.3410840085195219,3
0.9,0.0,-0.11999999999999997,6
0.9,0.0,-0.07999999999999999,4
