lambda,leakage,utility,mask_size
0.3,0.0,-0.7,5
0.3,0.5734114839073647,-0.4520234451722094,2
0.3,0.31213245784760435,-0.6536397373542813,4
0.3,0.633267038153267,-0.32998011144598005,1
0.3,0.2288821396123376,-0.4886646418837013,3
0.3,0.0,-0.84,6
0.3,0.31213245784760435,-0.6536397373542813,4
0.3,0.460338407225221,-0.5581015221675663,3
0.3,0.37544847764307687,-0.532634543292923,3
0.3,0.5961899077512927,-0.4588569723253878,2
0.3,0.36457513891655857,-0.6693725416749675,4
0.3,0.567657695427904,-0.45029730862837114,2
0.3,0.46957305266532445,-0.42087191579959726,2
0.3,0.7151856454814501,-0.21455569364443502,0
0.3,0.6646451700889366,-0.339393551026681,1
0.3,0.6646451700889366,-0.339393551026681,1
0.3,0.7151856454814501,-0.21455569364443502,0
0.3,0.6328149070033673,-0.3298444721010102,1
0.3,0.682552015129659,-0.3447656045388977,1
0.3,0.5912472883588642,-0.45737418650765926,2
0.3,0.4697142498776278,-0.2809142749632883,1
0.3,0.6377015566223647,-0.3313104669867094,1
0.3,0.0,-0.84,6
0.3,0.6646451700889366,-0.339393551026681,1
0.3,0.2288821396123376,-0.7686646418837012,5
0.3,0.4697142498776278,-0.2809142749632883,1
0.3,0.0920468199405825,-0.7276140459821747,5
0.3,0.5961899077512927,-0.4588569723253878,2
0.3,0.6328149070033673,-0.3298444721010102,1
0.3,0.5734114839073647,-0.4520234451722094,2
0.3,0.682552015129659,-0.3447656045388977,1
0.3,0.2288821396123376,-0.6286646418837012,4
0.3,0.633267038153267,-0.32998011144598005,1
0.3,0.2288821396123376,-0.3486646418837013,2
0.3,0.5961899077512927,-0.4588569723253878,2
0.3,0.4697142498776278,-0.2809142749632883,1
0.3,0.37544847764307687,-0.532634543292923,3
0.3,0.682552015129659,-0.3447656045388977,1
0.3,0.5734114839073647,-0.4520234451722094,2
0.3,0.0920468199405825,-0.44761404598217475,3
0.3,0.7151856454814501,-0.21455569364443502,0
0.3,0.7151856454814501,-0.21455569364443502,0
0.3,0.44011894550313135,-0.5520356836509394,3
0.3,0.7151856454814501,-0.21455569364443502,0
0.3,0.0,-0.84,6
0.3,0.567657695427904,-0.45029730862837114,2
0.3,0.4500384497208755,-0.5550115349162626,3
0.3,0.0920468199405825,-0.7276140459821747,5
0.3,0.7151856454814501,-0.21455569364443502,0
