epsilon,leakage,utility,mask_size
150,0.0920468199405825,-0.3190351149554369,5
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.7151856454814501,-0.5363892341110876,0
150,0.0,-0.3,6
150,0.0920468199405825,-0.3190351149554369,5
150,0.0920468199405825,-0.21903511495543687,3
150,0.0,-0.3,6
150,0.7151856454814501,-0.5363892341110876,0
150,0.0920468199405825,-0.3190351149554369,5
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.4697142498776278,-0.45228568740822084,2
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0920468199405825,-0.3190351149554369,5
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.4697142498776278,-0.40228568740822085,1
150,0.6328149070033673,-0.5246111802525255,1
150,0.0,-0.3,6
150,0.2288821396123376,-0.3216616047092532,3
150,0.0920468199405825,-0.26903511495543686,4
150,0.6328149070033673,-0.5246111802525255,1
150,0.0,-0.3,6
150,0.0920468199405825,-0.21903511495543687,3
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.633267038153267,-0.5249502786149502,1
150,0.4697142498776278,-0.40228568740822085,1
150,0.2288821396123376,-0.3216616047092532,3
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0920468199405825,-0.3190351149554369,5
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0920468199405825,-0.3190351149554369,5
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.2288821396123376,-0.2716616047092532,2
150,0.2288821396123376,-0.4216616047092532,5
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0920468199405825,-0.3190351149554369,5
150,0.0,-0.3,6
150,0.0920468199405825,-0.21903511495543687,3
150,0.2288821396123376,-0.4216616047092532,5
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0920468199405825,-0.3190351149554369,5
150,0.0,-0.3,6
150,0.2288821396123376,-0.3216616047092532,3
150,0.37561473038408055,-0.3817110477880604,2
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0920468199405825,-0.21903511495543687,3
150,0.36457513891655857,-0.47343135418741894,4
150,0.0920468199405825,-0.3190351149554369,5
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.2288821396123376,-0.2716616047092532,2
150,0.4697142498776278,-0.40228568740822085,1
150,0.0,-0.3,6
150,0.4697142498776278,-0.40228568740822085,1
150,0.0920468199405825,-0.21903511495543687,3
150,0.6377015566223647,-0.5282761674667735,1
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0920468199405825,-0.21903511495543687,3
150,0.4697142498776278,-0.40228568740822085,1
150,0.0,-0.3,6
150,0.4697142498776278,-0.40228568740822085,1
150,0.37561473038408055,-0.3817110477880604,2
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0920468199405825,-0.21903511495543687,3
150,0.2693617282096118,-0.4520212961572089,5
150,0.0920468199405825,-0.3190351149554369,5
150,0.2288821396123376,-0.37166160470925325,4
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.25,5
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.0,-0.25,5
150,0.0920468199405825,-0.21903511495543687,3
150,0.37561473038408055,-0.3817110477880604,2
150,0.0,-0.3,6
150,0.0,-0.3,6
150,0.21945273335876703,-0.3312562166857419,6
150,0.1406397288464628,-0.3277020188570693,8
150,0.5206608604337979,-0.5293845342142374,5
150,0.26187931623708605,-0.33529837606670343,5
150,0.14051562447887778,-0.32760894058138057,8
150,0.26303652729247295,-0.28061072880268806,3
150,0.0,-0.2777777777777778,10
150,0.5069358955522029,-0.519090810553041,5
150,0.26303652729247295,-0.3083885065804658,4
150,0.3592419527878562,-0.4083203534797811,5
150,0.6623992294064142,-0.5245771998325884,1
150,0.14051562447887778,-0.35538671835915836,9
150,0.0,-0.2777777777777778,10
150,0.46992211475481305,-0.49133047495499865,5
150,0.21945273335876703,-0.3590339944635197,7
150,0.21940735109689347,-0.3589999577671146,7
150,0.21945273335876703,-0.3312562166857419,6
150,0.2902622119955647,-0.4399188812188957,8
150,0.6623992294064142,-0.49679942205481065,0
150,0.26303652729247295,-0.3639440621360214,6
150,0.2902622119955647,-0.4399188812188957,8
150,0.4694541344903692,-0.463201711978888,4
150,0.2902622119955647,-0.4399188812188957,8
150,0.15602677522732178,-0.3114645258649358,7
150,0.0,-0.2777777777777778,10
